domain,instance_name,r,a,r_a,r_a_2,r_a_3,a_r,a_r_2,a_r_3,f1,f2,f3,f_horn,n_facts,f_normal,f_constr,c_r,best_config,min_time,performance_ratio,bound,C2_sum,tightness,C1_mps,rho,mps_ratio
GraphColouring,0007-graph_colouring-125-0_6000.asp,9655,2619,3.686522,13.590441,50.101455,0.271258,0.073581,0.01996,0.025997,0.780425,0.0,0.948006,1743,0.193475,0.780528,0.780528,AMOCLINGO-L,0.7681009999999999,2.497038800886863,6000.0,1880.0,3.1914893617021276,1280.0,0.6808510638297872,4.6875
GraphColouring,0008-graph_colouring-125-0_4800.asp,10063,2687,3.745069,14.025541,52.526616,0.267018,0.071298,0.019038,0.024943,0.78257,0.0,0.950114,1811,0.192388,0.782669,0.782669,AMOCLINGO-L,32.938768,36.58311819677044,4800.0,1880.0,2.5531914893617023,1280.0,0.6808510638297872,3.75
GraphColouring,0008-graph_colouring-125-0_6000.asp,10063,2687,3.745069,14.025541,52.526616,0.267018,0.071298,0.019038,0.024943,0.78257,0.0,0.950114,1811,0.192388,0.782669,0.782669,AMOCLINGO-L,0.766478,3.110213208989691,6000.0,1880.0,3.1914893617021276,1280.0,0.6808510638297872,4.6875
GraphColouring,0009-graph_colouring-125-0_2400.asp,10015,2679,3.738335,13.97515,52.243795,0.267499,0.071556,0.019141,0.025062,0.782327,0.0,0.949875,1803,0.192511,0.782426,0.782426,AMOCLINGO-L,417.14017,2.888626755845643,2400.0,1880.0,1.2765957446808511,1280.0,0.6808510638297872,1.875
GraphColouring,0009-graph_colouring-125-0_4800.asp,10015,2679,3.738335,13.97515,52.243795,0.267499,0.071556,0.019141,0.025062,0.782327,0.0,0.949875,1803,0.192511,0.782426,0.782426,AMOCLINGO-L,38.890302,19.598985526005944,4800.0,1880.0,2.5531914893617023,1280.0,0.6808510638297872,3.75
GraphColouring,0009-graph_colouring-125-0_6000.asp,10015,2679,3.738335,13.97515,52.243795,0.267499,0.071556,0.019141,0.025062,0.782327,0.0,0.949875,1803,0.192511,0.782426,0.782426,AMOCLINGO-L,0.746687,2.188560936510211,6000.0,1880.0,3.1914893617021276,1280.0,0.6808510638297872,4.6875
GraphColouring,0010-graph_colouring-125-0_2400.asp,9475,2589,3.659714,13.393508,49.016411,0.273245,0.074663,0.020401,0.026491,0.77942,0.0,0.947018,1713,0.193984,0.779525,0.779525,AMOCLINGO-L,37.935957,8.208155550155226,2400.0,1880.0,1.2765957446808511,1280.0,0.6808510638297872,1.875
GraphColouring,0010-graph_colouring-125-0_4800.asp,9475,2589,3.659714,13.393508,49.016411,0.273245,0.074663,0.020401,0.026491,0.77942,0.0,0.947018,1713,0.193984,0.779525,0.779525,AMOCLINGO-L,73.711745,16.34691791654098,4800.0,1880.0,2.5531914893617023,1280.0,0.6808510638297872,3.75
GraphColouring,0010-graph_colouring-125-0_6000.asp,9475,2589,3.659714,13.393508,49.016411,0.273245,0.074663,0.020401,0.026491,0.77942,0.0,0.947018,1713,0.193984,0.779525,0.779525,AMOCLINGO-L,0.759446,3.8136852389768334,6000.0,1880.0,3.1914893617021276,1280.0,0.6808510638297872,4.6875
GraphColouring,0011-graph_colouring-130-0_4992.asp,10513,2802,3.751963,14.077225,52.817228,0.266527,0.071037,0.018933,0.024826,0.78284,0.0,0.950347,1891,0.192238,0.782935,0.782935,AMOCLINGO-L,79.46428300000001,15.164068881109769,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0011-graph_colouring-130-0_6240.asp,10513,2802,3.751963,14.077225,52.817228,0.266527,0.071037,0.018933,0.024826,0.78284,0.0,0.950347,1891,0.192238,0.782935,0.782935,AMOCLINGO-L,0.7671929999999999,3.657738013772285,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0012-graph_colouring-130-0_2496.asp,10561,2810,3.758363,14.125292,53.087976,0.266073,0.070795,0.018837,0.024714,0.78307,0.0,0.950573,1899,0.192122,0.783164,0.783164,AMOCLINGO-L,89.463716,13.469164236370416,2496.0,1880.0,1.327659574468085,1280.0,0.6808510638297872,1.95
GraphColouring,0012-graph_colouring-130-0_4992.asp,10561,2810,3.758363,14.125292,53.087976,0.266073,0.070795,0.018837,0.024714,0.78307,0.0,0.950573,1899,0.192122,0.783164,0.783164,AMOCLINGO-L,74.099855,16.261522670995777,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0012-graph_colouring-130-0_6240.asp,10561,2810,3.758363,14.125292,53.087976,0.266073,0.070795,0.018837,0.024714,0.78307,0.0,0.950573,1899,0.192122,0.783164,0.783164,AMOCLINGO-L,0.772176,4.4961757423178135,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0013-graph_colouring-130-0_2496.asp,10285,2764,3.721056,13.846261,51.522719,0.268741,0.072222,0.019409,0.025377,0.781721,0.0,0.949246,1853,0.192805,0.781818,0.781818,AMOCLINGO-L,73.89523100000001,16.306684310926638,2496.0,1880.0,1.327659574468085,1280.0,0.6808510638297872,1.95
GraphColouring,0013-graph_colouring-130-0_4992.asp,10285,2764,3.721056,13.846261,51.522719,0.268741,0.072222,0.019409,0.025377,0.781721,0.0,0.949246,1853,0.192805,0.781818,0.781818,AMOCLINGO-L,95.709141,12.589555317396488,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0013-graph_colouring-130-0_6240.asp,10285,2764,3.721056,13.846261,51.522719,0.268741,0.072222,0.019409,0.025377,0.781721,0.0,0.949246,1853,0.192805,0.781818,0.781818,AMOCLINGO-L,0.801933,3.445261636570636,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0014-graph_colouring-130-0_4992.asp,11161,2910,3.835395,14.710256,56.419646,0.260729,0.06798,0.017724,0.023385,0.785772,0.0,0.95323,1999,0.190754,0.785861,0.785861,AMOCLINGO-L,34.550808,20.971822424529112,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0014-graph_colouring-130-0_6240.asp,11161,2910,3.835395,14.710256,56.419646,0.260729,0.06798,0.017724,0.023385,0.785772,0.0,0.95323,1999,0.190754,0.785861,0.785861,AMOCLINGO-L,0.754886,3.109914609623175,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0015-graph_colouring-130-0_2496.asp,11173,2912,3.836882,14.721662,56.48528,0.260628,0.067927,0.017704,0.02336,0.785823,0.0,0.95328,2001,0.190728,0.785912,0.785912,AMOCLINGO-L,120.737061,9.980327192161816,2496.0,1880.0,1.327659574468085,1280.0,0.6808510638297872,1.95
GraphColouring,0015-graph_colouring-130-0_4992.asp,11173,2912,3.836882,14.721662,56.48528,0.260628,0.067927,0.017704,0.02336,0.785823,0.0,0.95328,2001,0.190728,0.785912,0.785912,AMOCLINGO-L,68.258462,16.550651932356757,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0015-graph_colouring-130-0_6240.asp,11173,2912,3.836882,14.721662,56.48528,0.260628,0.067927,0.017704,0.02336,0.785823,0.0,0.95328,2001,0.190728,0.785912,0.785912,AMOCLINGO-L,0.760609,2.694852414315372,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0016-graph_colouring-130-0_4992.asp,11365,2944,3.860394,14.902642,57.53007,0.259041,0.067102,0.017382,0.022965,0.786626,0.0,0.95407,2033,0.190321,0.786714,0.786714,AMOCLINGO-L,33.49203,35.975265369104235,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0016-graph_colouring-130-0_6240.asp,11365,2944,3.860394,14.902642,57.53007,0.259041,0.067102,0.017382,0.022965,0.786626,0.0,0.95407,2033,0.190321,0.786714,0.786714,AMOCLINGO-L,0.768993,2.8596021030100403,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0017-graph_colouring-130-0_1248.asp,11125,2904,3.830923,14.67597,56.222509,0.261034,0.068139,0.017786,0.023461,0.785618,0.0,0.953079,1993,0.190831,0.785708,0.785708,CLINGO-AMO,0.544227,1.3174631174124032,1248.0,1880.0,0.6638297872340425,1280.0,0.6808510638297872,0.975
GraphColouring,0017-graph_colouring-130-0_2496.asp,11125,2904,3.830923,14.67597,56.222509,0.261034,0.068139,0.017786,0.023461,0.785618,0.0,0.953079,1993,0.190831,0.785708,0.785708,AMOCLINGO-L,804.081965,1.4985268124997682,2496.0,1880.0,1.327659574468085,1280.0,0.6808510638297872,1.95
GraphColouring,0017-graph_colouring-130-0_4992.asp,11125,2904,3.830923,14.67597,56.222509,0.261034,0.068139,0.017786,0.023461,0.785618,0.0,0.953079,1993,0.190831,0.785708,0.785708,AMOCLINGO-L,35.590610000000005,26.430704250362663,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0017-graph_colouring-130-0_6240.asp,11125,2904,3.830923,14.67597,56.222509,0.261034,0.068139,0.017786,0.023461,0.785618,0.0,0.953079,1993,0.190831,0.785708,0.785708,AMOCLINGO-L,0.780242,2.92230871960238,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0018-graph_colouring-130-0_4992.asp,10993,2882,3.814365,14.549381,55.496648,0.262167,0.068731,0.018019,0.023742,0.785045,0.0,0.952515,1971,0.191122,0.785136,0.785136,AMOCLINGO-L,72.564436,16.604867224489972,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0018-graph_colouring-130-0_6240.asp,10993,2882,3.814365,14.549381,55.496648,0.262167,0.068731,0.018019,0.023742,0.785045,0.0,0.952515,1971,0.191122,0.785136,0.785136,AMOCLINGO-L,0.767126,2.8340898366109357,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0019-graph_colouring-130-0_2496.asp,10549,2808,3.756766,14.113294,53.020347,0.266186,0.070855,0.018861,0.024742,0.783013,0.0,0.950517,1897,0.192151,0.783107,0.783107,AMOCLINGO-L,30.895385,38.99998080619484,2496.0,1880.0,1.327659574468085,1280.0,0.6808510638297872,1.95
GraphColouring,0019-graph_colouring-130-0_4992.asp,10549,2808,3.756766,14.113294,53.020347,0.266186,0.070855,0.018861,0.024742,0.783013,0.0,0.950517,1897,0.192151,0.783107,0.783107,AMOCLINGO-L,71.281027,16.90371328404121,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0019-graph_colouring-130-0_6240.asp,10549,2808,3.756766,14.113294,53.020347,0.266186,0.070855,0.018861,0.024742,0.783013,0.0,0.950517,1897,0.192151,0.783107,0.783107,AMOCLINGO-L,0.8149310000000001,2.607564321396535,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0020-graph_colouring-130-0_2496.asp,10669,2828,3.772631,14.232743,53.694887,0.265067,0.070261,0.018624,0.024463,0.783579,0.0,0.951073,1917,0.191864,0.783672,0.783672,AMOCLINGO-L,107.718986,11.185912221639368,2496.0,1880.0,1.327659574468085,1280.0,0.6808510638297872,1.95
GraphColouring,0020-graph_colouring-130-0_4992.asp,10669,2828,3.772631,14.232743,53.694887,0.265067,0.070261,0.018624,0.024463,0.783579,0.0,0.951073,1917,0.191864,0.783672,0.783672,AMOCLINGO-L,73.32017,16.434512344965924,4992.0,1880.0,2.65531914893617,1280.0,0.6808510638297872,3.9
GraphColouring,0020-graph_colouring-130-0_6240.asp,10669,2828,3.772631,14.232743,53.694887,0.265067,0.070261,0.018624,0.024463,0.783579,0.0,0.951073,1917,0.191864,0.783672,0.783672,AMOCLINGO-L,0.82255,3.4494231353717097,6240.0,1880.0,3.3191489361702127,1280.0,0.6808510638297872,4.875
GraphColouring,0021-graph_colouring-135-0_2592.asp,11887,3071,3.870726,14.982521,57.993235,0.258349,0.066744,0.017243,0.022798,0.786994,0.0,0.954404,2125,0.190124,0.787078,0.787078,AMOCLINGO-L,349.82556,3.4445257830788583,2592.0,1880.0,1.3787234042553191,1280.0,0.6808510638297872,2.025
GraphColouring,0021-graph_colouring-135-0_6480.asp,11887,3071,3.870726,14.982521,57.993235,0.258349,0.066744,0.017243,0.022798,0.786994,0.0,0.954404,2125,0.190124,0.787078,0.787078,AMOCLINGO-L,2.572449,5.068719340985963,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0022-graph_colouring-135-0_1296.asp,12259,3133,3.912863,15.310497,59.90788,0.255567,0.065315,0.016692,0.022106,0.7884,0.0,0.955788,2187,0.189412,0.788482,0.788482,CLINGO-AMO,0.613408,1.244943006938286,1296.0,1880.0,0.6893617021276596,1280.0,0.6808510638297872,1.0125
GraphColouring,0022-graph_colouring-135-0_6480.asp,12259,3133,3.912863,15.310497,59.90788,0.255567,0.065315,0.016692,0.022106,0.7884,0.0,0.955788,2187,0.189412,0.788482,0.788482,AMOCLINGO-L,2.488289,5.418955354462444,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0023-graph_colouring-135-0_6480.asp,11215,2959,3.790132,14.365099,54.445619,0.263843,0.069613,0.018367,0.024164,0.784218,0.0,0.951672,2013,0.191529,0.784307,0.784307,AMOCLINGO-L,4.414336,5.512250993127846,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0024-graph_colouring-135-0_1296.asp,11959,3083,3.879014,15.046749,58.36655,0.257797,0.06646,0.017133,0.022661,0.787273,0.0,0.954678,2137,0.189982,0.787357,0.787357,AMOCLINGO-L,0.80862,1.3129727189532785,1296.0,1880.0,0.6893617021276596,1280.0,0.6808510638297872,1.0125
GraphColouring,0024-graph_colouring-135-0_6480.asp,11959,3083,3.879014,15.046749,58.36655,0.257797,0.06646,0.017133,0.022661,0.787273,0.0,0.954678,2137,0.189982,0.787357,0.787357,AMOCLINGO-L,3.414693,7.010296093968037,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0025-graph_colouring-135-0_1296.asp,11971,3085,3.880389,15.057419,58.428641,0.257706,0.066412,0.017115,0.022638,0.787319,0.0,0.954724,2139,0.189959,0.787403,0.787403,AMOCLINGO-L,0.838219,1.3721032331646026,1296.0,1880.0,0.6893617021276596,1280.0,0.6808510638297872,1.0125
GraphColouring,0025-graph_colouring-135-0_6480.asp,11971,3085,3.880389,15.057419,58.428641,0.257706,0.066412,0.017115,0.022638,0.787319,0.0,0.954724,2139,0.189959,0.787403,0.787403,AMOCLINGO-L,2.617094,4.856884391619102,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0026-graph_colouring-135-0_6480.asp,12031,3095,3.887237,15.110615,58.73855,0.257252,0.066179,0.017025,0.022525,0.787549,0.0,0.95495,2149,0.189843,0.787632,0.787632,AMOCLINGO-L,2.578749,4.09698035752995,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0027-graph_colouring-135-0_1296.asp,12115,3109,3.896751,15.184671,59.170888,0.256624,0.065856,0.0169,0.022369,0.787866,0.0,0.955262,2163,0.189682,0.787949,0.787949,AMOCLINGO-L,0.825273,1.5228257800751994,1296.0,1880.0,0.6893617021276596,1280.0,0.6808510638297872,1.0125
GraphColouring,0027-graph_colouring-135-0_6480.asp,12115,3109,3.896751,15.184671,59.170888,0.256624,0.065856,0.0169,0.022369,0.787866,0.0,0.955262,2163,0.189682,0.787949,0.787949,AMOCLINGO-L,2.546558,5.643291847269922,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0028-graph_colouring-135-0_2592.asp,11515,3009,3.826853,14.644802,56.043502,0.261311,0.068284,0.017843,0.023535,0.785497,0.0,0.952931,2063,0.190881,0.785584,0.785584,AMOCLINGO-L,185.916825,6.4813759002177465,2592.0,1880.0,1.3787234042553191,1280.0,0.6808510638297872,2.025
GraphColouring,0028-graph_colouring-135-0_6480.asp,11515,3009,3.826853,14.644802,56.043502,0.261311,0.068284,0.017843,0.023535,0.785497,0.0,0.952931,2063,0.190881,0.785584,0.785584,AMOCLINGO-L,3.042469,5.683434079361202,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0029-graph_colouring-135-0_1296.asp,11695,3039,3.848305,14.809454,56.991302,0.259855,0.067524,0.017547,0.023172,0.786233,0.0,0.953655,2093,0.190509,0.786319,0.786319,CLINGO-AMO,0.635877,1.2059218999900925,1296.0,1880.0,0.6893617021276596,1280.0,0.6808510638297872,1.0125
GraphColouring,0029-graph_colouring-135-0_2592.asp,11695,3039,3.848305,14.809454,56.991302,0.259855,0.067524,0.017547,0.023172,0.786233,0.0,0.953655,2093,0.190509,0.786319,0.786319,AMOCLINGO-L,688.861074,1.7492190972602408,2592.0,1880.0,1.3787234042553191,1280.0,0.6808510638297872,2.025
GraphColouring,0029-graph_colouring-135-0_6480.asp,11695,3039,3.848305,14.809454,56.991302,0.259855,0.067524,0.017547,0.023172,0.786233,0.0,0.953655,2093,0.190509,0.786319,0.786319,AMOCLINGO-L,3.119426,5.615944087149368,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0030-graph_colouring-135-0_2592.asp,10735,2879,3.728725,13.903392,51.841929,0.268188,0.071925,0.019289,0.025245,0.782021,0.0,0.949511,1933,0.192641,0.782115,0.782115,AMOCLINGO-L,215.450354,5.5926302632113565,2592.0,1880.0,1.3787234042553191,1280.0,0.6808510638297872,2.025
GraphColouring,0030-graph_colouring-135-0_6480.asp,10735,2879,3.728725,13.903392,51.841929,0.268188,0.071925,0.019289,0.025245,0.782021,0.0,0.949511,1933,0.192641,0.782115,0.782115,AMOCLINGO-L,4.658164,7.889295009793559,6480.0,1880.0,3.4468085106382977,1280.0,0.6808510638297872,5.0625
GraphColouring,0031-graph_colouring-140-0_2688.asp,12205,3164,3.857459,14.879989,57.398947,0.259238,0.067204,0.017422,0.023023,0.786563,0.0,0.953953,2183,0.190332,0.786645,0.786645,AMOCLINGO-L,170.688211,7.059469549423071,2688.0,1880.0,1.4297872340425533,1280.0,0.6808510638297872,2.1
GraphColouring,0031-graph_colouring-140-0_5376.asp,12205,3164,3.857459,14.879989,57.398947,0.259238,0.067204,0.017422,0.023023,0.786563,0.0,0.953953,2183,0.190332,0.786645,0.786645,AMOCLINGO-L,105.539781,11.416942347075745,5376.0,1880.0,2.8595744680851065,1280.0,0.6808510638297872,4.2
GraphColouring,0031-graph_colouring-140-0_6720.asp,12205,3164,3.857459,14.879989,57.398947,0.259238,0.067204,0.017422,0.023023,0.786563,0.0,0.953953,2183,0.190332,0.786645,0.786645,AMOCLINGO-L,0.8003119999999999,3.93833779825868,6720.0,1880.0,3.574468085106383,1280.0,0.6808510638297872,5.25
GraphColouring,0032-graph_colouring-140-0_1344.asp,13357,3356,3.980036,15.840685,63.046491,0.251254,0.063129,0.015861,0.021038,0.790597,0.0,0.957925,2375,0.188291,0.790672,0.790672,WASP-AMO,0.6115120000000001,1.2581682779732857,1344.0,1880.0,0.7148936170212766,1280.0,0.6808510638297872,1.05
GraphColouring,0032-graph_colouring-140-0_5376.asp,13357,3356,3.980036,15.840685,63.046491,0.251254,0.063129,0.015861,0.021038,0.790597,0.0,0.957925,2375,0.188291,0.790672,0.790672,AMOCLINGO-L,68.400198,17.61641880042511,5376.0,1880.0,2.8595744680851065,1280.0,0.6808510638297872,4.2
GraphColouring,0032-graph_colouring-140-0_6720.asp,13357,3356,3.980036,15.840685,63.046491,0.251254,0.063129,0.015861,0.021038,0.790597,0.0,0.957925,2375,0.188291,0.790672,0.790672,AMOCLINGO-L,0.781592,5.414094565962805,6720.0,1880.0,3.574468085106383,1280.0,0.6808510638297872,5.25
GraphColouring,0033-graph_colouring-140-0_5376.asp,12973,3292,3.940765,15.529633,61.198641,0.253758,0.064393,0.01634,0.02166,0.789332,0.0,0.956679,2311,0.188931,0.789409,0.789409,AMOCLINGO-L,75.153942,16.03346326131502,5376.0,1880.0,2.8595744680851065,1280.0,0.6808510638297872,4.2
GraphColouring,0033-graph_colouring-140-0_6720.asp,12973,3292,3.940765,15.529633,61.198641,0.253758,0.064393,0.01634,0.02166,0.789332,0.0,0.956679,2311,0.188931,0.789409,0.789409,AMOCLINGO-L,0.805702,2.6444119537992954,6720.0,1880.0,3.574468085106383,1280.0,0.6808510638297872,5.25
GraphColouring,0034-graph_colouring-140-0_2688.asp,12661,3240,3.907716,15.270245,59.67178,0.255904,0.065487,0.016758,0.022194,0.788247,0.0,0.955612,2259,0.18948,0.788326,0.788326,AMOCLINGO-L,7.257024,166.0436778216525,2688.0,1880.0,1.4297872340425533,1280.0,0.6808510638297872,2.1
GraphColouring,0034-graph_colouring-140-0_5376.asp,12661,3240,3.907716,15.270245,59.67178,0.255904,0.065487,0.016758,0.022194,0.788247,0.0,0.955612,2259,0.18948,0.788326,0.788326,AMOCLINGO-L,71.11156299999999,16.945066064712993,5376.0,1880.0,2.8595744680851065,1280.0,0.6808510638297872,4.2
GraphColouring,0034-graph_colouring-140-0_6720.asp,12661,3240,3.907716,15.270245,59.67178,0.255904,0.065487,0.016758,0.022194,0.788247,0.0,0.955612,2259,0.18948,0.788326,0.788326,AMOCLINGO-L,0.81381,3.3210417665056955,6720.0,1880.0,3.574468085106383,1280.0,0.6808510638297872,5.25
GraphColouring,0035-graph_colouring-140-0_2688.asp,12109,3148,3.846569,14.796095,56.914204,0.259972,0.067585,0.01757,0.023206,0.786192,0.0,0.953588,2167,0.190519,0.786275,0.786275,AMOCLINGO-L,87.080173,13.837404962436167,2688.0,1880.0,1.4297872340425533,1280.0,0.6808510638297872,2.1
