domain,instance_name,r,a,r_a,r_a_2,r_a_3,a_r,a_r_2,a_r_3,f1,f2,f3,f_horn,n_facts,f_normal,f_constr,c_r,best_config,min_time,performance_ratio,bound,C2_sum,tightness,C1_mps,rho,mps_ratio
GraphColouring,0044-wgc-n40-d50-p31.asp,4765,1124,4.239324,17.971867,76.188563,0.235887,0.055643,0.013125,0.016999,0.797482,0.0,0.966002,843,0.18531,0.797692,0.797692,AMOCLINGO-L,0.687046,2.6079913135365023,812.0,3760.0,0.21595744680851064,2560.0,0.6808510638297872,0.3171875
GraphColouring,0045-wgc-n40-d50-p29.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,AMOCLINGO-L,0.6880860000000001,2.5610955607293278,764.0,3760.0,0.20319148936170212,2560.0,0.6808510638297872,0.2984375
GraphColouring,0046-wgc-n40-d50-p29.asp,4969,1158,4.291019,18.412844,79.009864,0.233045,0.05431,0.012657,0.016301,0.798954,0.0,0.967398,877,0.184544,0.799155,0.799155,AMOCLINGO-L,0.729958,1.7649125018151728,762.0,3760.0,0.2026595744680851,2560.0,0.6808510638297872,0.29765625
GraphColouring,0047-wgc-n40-d50-p29.asp,4573,1092,4.187729,17.537074,73.440511,0.238793,0.057022,0.013616,0.017713,0.795976,0.0,0.964575,811,0.186092,0.796195,0.796195,AMOCLINGO-L,1.821626,7.564559355213419,755.0,3760.0,0.20079787234042554,2560.0,0.6808510638297872,0.294921875
GraphColouring,0048-wgc-n40-d50-p29.asp,4849,1138,4.260984,18.155986,77.36237,0.234688,0.055078,0.012926,0.016704,0.798103,0.0,0.966591,857,0.184987,0.798309,0.798309,AMOCLINGO-L,0.74048,1.828072331460674,761.0,3760.0,0.2023936170212766,2560.0,0.6808510638297872,0.297265625
GraphColouring,0049-wgc-n40-d50-p31.asp,4525,1084,4.174354,17.425233,72.739097,0.239558,0.057388,0.013748,0.017901,0.79558,0.0,0.964199,803,0.186298,0.795801,0.795801,AMOCLINGO-L,0.739001,1.6508989838985335,802.0,3760.0,0.21329787234042552,2560.0,0.6808510638297872,0.31328125
GraphColouring,0050-wgc-n40-d50-p28.asp,5029,1168,4.305651,18.538628,79.820856,0.232253,0.053941,0.012528,0.016107,0.799364,0.0,0.967787,887,0.184331,0.799563,0.799563,AMOCLINGO-L,4.223434,3.335474639831,716.0,3760.0,0.19042553191489361,2560.0,0.6808510638297872,0.2796875
GraphColouring,0051-wgc-n40-d70-p18.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,AMOCLINGO-L,163.17499700000002,2.889102194988856,463.0,3760.0,0.12313829787234043,2560.0,0.6808510638297872,0.180859375
GraphColouring,0051-wgc-n40-d70-p28.asp,6901,1480,4.662838,21.742057,101.379685,0.214462,0.045994,0.009864,0.011737,0.808578,0.0,0.976525,1199,0.179539,0.808723,0.808723,AMOCLINGO-L,0.625467,1.330759256683406,724.0,3760.0,0.1925531914893617,2560.0,0.6808510638297872,0.2828125
GraphColouring,0052-wgc-n40-d70-p18.asp,7081,1510,4.689404,21.99051,103.122383,0.213247,0.045474,0.009697,0.011439,0.809208,0.0,0.977122,1229,0.179212,0.809349,0.809349,AMOCLINGO-L,33.719974,3.1369135990437003,483.0,3760.0,0.12845744680851065,2560.0,0.6808510638297872,0.188671875
GraphColouring,0053-wgc-n40-d70-p21.asp,6925,1484,4.666442,21.775681,101.614955,0.214296,0.045923,0.009841,0.011697,0.808664,0.0,0.976606,1203,0.179495,0.808809,0.808809,AMOCLINGO-L,1.412505,2.582379531399889,553.0,3760.0,0.14707446808510638,2560.0,0.6808510638297872,0.216015625
GraphColouring,0054-wgc-n40-d70-p19.asp,6685,1444,4.629501,21.432283,99.220784,0.216006,0.046659,0.010079,0.012117,0.807779,0.0,0.975767,1163,0.179955,0.807928,0.807928,AMOCLINGO-L,33.042264,2.992811993754423,493.0,3760.0,0.13111702127659575,2560.0,0.6808510638297872,0.192578125
GraphColouring,0055-wgc-n40-d70-p21.asp,6973,1492,4.673592,21.842467,102.082789,0.213968,0.045782,0.009796,0.011616,0.808834,0.0,0.976768,1211,0.179406,0.808977,0.808977,AMOCLINGO-L,5.187706,1.4373380064329009,552.0,3760.0,0.14680851063829786,2560.0,0.6808510638297872,0.215625
GraphColouring,0055-wgc-n40-d70-p29.asp,6973,1492,4.673592,21.842467,102.082789,0.213968,0.045782,0.009796,0.011616,0.808834,0.0,0.976768,1211,0.179406,0.808977,0.808977,AMOCLINGO-L,0.616508,1.221296398424676,747.0,3760.0,0.19867021276595745,2560.0,0.6808510638297872,0.291796875
GraphColouring,0056-wgc-n40-d70-p19.asp,6685,1444,4.629501,21.432283,99.220784,0.216006,0.046659,0.010079,0.012117,0.807779,0.0,0.975767,1163,0.179955,0.807928,0.807928,AMOCLINGO-INF-MR,90.981784,4.7810095480211725,494.0,3760.0,0.13138297872340426,2560.0,0.6808510638297872,0.19296875
GraphColouring,0056-wgc-n40-d70-p29.asp,6685,1444,4.629501,21.432283,99.220784,0.216006,0.046659,0.010079,0.012117,0.807779,0.0,0.975767,1163,0.179955,0.807928,0.807928,AMOCLINGO-L,0.614817,1.2729332468035206,748.0,3760.0,0.19893617021276597,2560.0,0.6808510638297872,0.2921875
GraphColouring,0057-wgc-n40-d70-p21.asp,6709,1448,4.633287,21.467351,99.464405,0.215829,0.046582,0.010054,0.012073,0.80787,0.0,0.975853,1167,0.179908,0.808019,0.808019,AMOCLINGO-L,2.027871,3.670638812823893,558.0,3760.0,0.14840425531914894,2560.0,0.6808510638297872,0.21796875
GraphColouring,0057-wgc-n40-d70-p28.asp,6709,1448,4.633287,21.467351,99.464405,0.215829,0.046582,0.010054,0.012073,0.80787,0.0,0.975853,1167,0.179908,0.808019,0.808019,AMOCLINGO-L,0.624703,1.413777427033326,723.0,3760.0,0.19228723404255318,2560.0,0.6808510638297872,0.282421875
GraphColouring,0058-wgc-n40-d70-p21.asp,6853,1472,4.655571,21.674338,100.906412,0.214796,0.046138,0.00991,0.01182,0.808405,0.0,0.976361,1191,0.179629,0.808551,0.808551,AMOCLINGO-L,1.685086,3.236060948818042,557.0,3760.0,0.14813829787234042,2560.0,0.6808510638297872,0.217578125
GraphColouring,0059-wgc-n40-d70-p19.asp,6913,1482,4.664642,21.758888,101.497433,0.214379,0.045958,0.009852,0.011717,0.808621,0.0,0.976566,1201,0.179517,0.808766,0.808766,AMOCLINGO-L,30.961521,2.8596306363631165,489.0,3760.0,0.1300531914893617,2560.0,0.6808510638297872,0.191015625
GraphColouring,0059-wgc-n40-d70-p29.asp,6913,1482,4.664642,21.758888,101.497433,0.214379,0.045958,0.009852,0.011717,0.808621,0.0,0.976566,1201,0.179517,0.808766,0.808766,AMOCLINGO-L,0.614858,1.2843973730519893,743.0,3760.0,0.1976063829787234,2560.0,0.6808510638297872,0.290234375
GraphColouring,0060-wgc-n40-d70-p20.asp,6973,1492,4.673592,21.842467,102.082789,0.213968,0.045782,0.009796,0.011616,0.808834,0.0,0.976768,1211,0.179406,0.808977,0.808977,AMOCLINGO-L,3.047568,3.3961306195628773,530.0,3760.0,0.14095744680851063,2560.0,0.6808510638297872,0.20703125
GraphColouring,0061-wgc-n60-d30-p39.asp,6709,1608,4.172264,17.407784,72.629866,0.239678,0.057446,0.013768,0.018035,0.795946,0.0,0.963929,1187,0.18587,0.796095,0.796095,AMOCLINGO-L,0.863211,2.3773179442801355,1506.0,5640.0,0.2670212765957447,3840.0,0.6808510638297872,0.3921875
GraphColouring,0062-wgc-n60-d30-p21.asp,6577,1586,4.14691,17.196866,71.313865,0.241143,0.05815,0.014023,0.018397,0.795195,0.0,0.963205,1165,0.186255,0.795347,0.795347,AMOCLINGO-INF-MR,0.868784,1.2645133888285236,812.0,5640.0,0.14397163120567377,3840.0,0.6808510638297872,0.21145833333333333
GraphColouring,0062-wgc-n60-d30-p41.asp,6577,1586,4.14691,17.196866,71.313865,0.241143,0.05815,0.014023,0.018397,0.795195,0.0,0.963205,1165,0.186255,0.795347,0.795347,AMOCLINGO-L,0.717604,1.2882035217194998,1598.0,5640.0,0.2833333333333333,3840.0,0.6808510638297872,0.4161458333333333
GraphColouring,0063-wgc-n60-d30-p40.asp,6985,1654,4.223096,17.834536,75.316948,0.236793,0.056071,0.013277,0.017323,0.797423,0.0,0.965354,1233,0.185111,0.797566,0.797566,AMOCLINGO-L,0.698412,4.494219744219744,1571.0,5640.0,0.27854609929078017,3840.0,0.6808510638297872,0.40911458333333334
GraphColouring,0064-wgc-n60-d30-p38.asp,7021,1660,4.229518,17.888823,75.661101,0.236434,0.055901,0.013217,0.017234,0.797607,0.0,0.965532,1239,0.185016,0.79775,0.79775,AMOCLINGO-L,0.763328,2.682747128364216,1490.0,5640.0,0.2641843971631206,3840.0,0.6808510638297872,0.3880208333333333
GraphColouring,0065-wgc-n60-d30-p41.asp,6745,1614,4.179058,17.464528,72.985279,0.239288,0.057259,0.013701,0.017939,0.796145,0.0,0.964122,1193,0.185767,0.796294,0.796294,AMOCLINGO-L,0.711679,1.3275423329900138,1591.0,5640.0,0.28209219858156026,3840.0,0.6808510638297872,0.41432291666666665
GraphColouring,0066-wgc-n60-d30-p40.asp,6949,1648,4.216626,17.779937,74.971347,0.237156,0.056243,0.013338,0.017413,0.797237,0.0,0.965175,1227,0.185207,0.797381,0.797381,AMOCLINGO-L,0.713135,1.951281314197172,1539.0,5640.0,0.27287234042553193,3840.0,0.6808510638297872,0.40078125
GraphColouring,0067-wgc-n60-d30-p41.asp,6913,1642,4.21011,17.725023,74.62429,0.237524,0.056417,0.0134,0.017503,0.797049,0.0,0.964993,1221,0.185303,0.797194,0.797194,AMOCLINGO-L,0.786108,2.0935443984795983,1602.0,5640.0,0.28404255319148936,3840.0,0.6808510638297872,0.4171875
GraphColouring,0068-wgc-n60-d30-p39.asp,6673,1602,4.165418,17.350709,72.27296,0.240072,0.057635,0.013836,0.018133,0.795744,0.0,0.963734,1181,0.185973,0.795894,0.795894,AMOCLINGO-L,0.791412,2.5170593824708245,1510.0,5640.0,0.26773049645390073,3840.0,0.6808510638297872,0.3932291666666667
GraphColouring,0069-wgc-n60-d30-p21.asp,6625,1594,4.156211,17.274088,71.794752,0.240604,0.05789,0.013929,0.018264,0.795472,0.0,0.963472,1173,0.186113,0.795623,0.795623,AMOCLINGO-L,0.628735,1.6499049679117592,836.0,5640.0,0.14822695035460992,3840.0,0.6808510638297872,0.21770833333333334
GraphColouring,0069-wgc-n60-d30-p41.asp,6625,1594,4.156211,17.274088,71.794752,0.240604,0.05789,0.013929,0.018264,0.795472,0.0,0.963472,1173,0.186113,0.795623,0.795623,AMOCLINGO-L,0.726162,2.1792162079535973,1588.0,5640.0,0.2815602836879433,3840.0,0.6808510638297872,0.41354166666666664
GraphColouring,0070-wgc-n60-d30-p38.asp,6421,1560,4.116026,16.941667,69.732336,0.242953,0.059026,0.014341,0.018844,0.794269,0.0,0.962311,1139,0.186731,0.794425,0.794425,AMOCLINGO-L,1.173112,3.8712032610697023,1460.0,5640.0,0.25886524822695034,3840.0,0.6808510638297872,0.3802083333333333
GraphColouring,0071-wgc-n60-d50-p30.asp,10993,2322,4.734281,22.413415,106.111398,0.211225,0.044616,0.009424,0.011007,0.810516,0.0,0.977986,1901,0.178386,0.810607,0.810607,AMOCLINGO-L,1.435336,10.242075026335296,1174.0,5640.0,0.20815602836879432,3840.0,0.6808510638297872,0.30572916666666666
GraphColouring,0072-wgc-n60-d50-p29.asp,10981,2320,4.73319,22.403084,106.038047,0.211274,0.044637,0.009431,0.011019,0.810491,0.0,0.977962,1899,0.178399,0.810582,0.810582,AMOCLINGO-L,2.044968,3.5366812585820417,1121.0,5640.0,0.19875886524822695,3840.0,0.6808510638297872,0.29192708333333334
GraphColouring,0072-wgc-n60-d50-p40.asp,10981,2320,4.73319,22.403084,106.038047,0.211274,0.044637,0.009431,0.011019,0.810491,0.0,0.977962,1899,0.178399,0.810582,0.810582,AMOCLINGO-L,0.697532,1.6588772988192657,1564.0,5640.0,0.2773049645390071,3840.0,0.6808510638297872,0.40729166666666666
GraphColouring,0073-wgc-n60-d50-p31.asp,11269,2368,4.758868,22.646827,107.773266,0.210134,0.044156,0.009279,0.010737,0.811075,0.0,0.978525,1947,0.178099,0.811163,0.811163,AMOCLINGO-L,1.545731,4.66780959947106,1216.0,5640.0,0.21560283687943263,3840.0,0.6808510638297872,0.31666666666666665
GraphColouring,0073-wgc-n60-d50-p39.asp,11269,2368,4.758868,22.646827,107.773266,0.210134,0.044156,0.009279,0.010737,0.811075,0.0,0.978525,1947,0.178099,0.811163,0.811163,AMOCLINGO-L,0.69767,1.6556251522926313,1514.0,5640.0,0.26843971631205676,3840.0,0.6808510638297872,0.39427083333333335
GraphColouring,0074-wgc-n60-d50-p29.asp,11365,2384,4.767198,22.726177,108.340184,0.209767,0.044002,0.00923,0.010647,0.811263,0.0,0.978707,1963,0.178003,0.811351,0.811351,AMOCLINGO-L,1.405379,10.939283282303208,1149.0,5640.0,0.20372340425531915,3840.0,0.6808510638297872,0.29921875
GraphColouring,0074-wgc-n60-d50-p41.asp,11365,2384,4.767198,22.726177,108.340184,0.209767,0.044002,0.00923,0.010647,0.811263,0.0,0.978707,1963,0.178003,0.811351,0.811351,AMOCLINGO-L,0.6850849999999999,1.229389053913018,1582.0,5640.0,0.2804964539007092,3840.0,0.6808510638297872,0.4119791666666667
GraphColouring,0075-wgc-n60-d50-p31.asp,10765,2284,4.713222,22.214466,104.701717,0.212169,0.045016,0.009551,0.01124,0.810033,0.0,0.97752,1863,0.178634,0.810125,0.810125,AMOCLINGO-L,0.941022,10.82849816476129,1214.0,5640.0,0.21524822695035462,3840.0,0.6808510638297872,0.31614583333333335
GraphColouring,0075-wgc-n60-d50-p40.asp,10765,2284,4.713222,22.214466,104.701717,0.212169,0.045016,0.009551,0.01124,0.810033,0.0,0.97752,1863,0.178634,0.810125,0.810125,AMOCLINGO-L,0.680558,1.7472559282236046,1559.0,5640.0,0.2764184397163121,3840.0,0.6808510638297872,0.40598958333333335
GraphColouring,0076-wgc-n60-d50-p31.asp,10897,2306,4.725499,22.330338,105.521983,0.211618,0.044782,0.009477,0.011104,0.810315,0.0,0.977792,1885,0.178489,0.810407,0.810407,AMOCLINGO-L,1.127707,5.735560744058518,1195.0,5640.0,0.21187943262411346,3840.0,0.6808510638297872,0.3111979166666667
GraphColouring,0076-wgc-n60-d50-p40.asp,10897,2306,4.725499,22.330338,105.521983,0.211618,0.044782,0.009477,0.011104,0.810315,0.0,0.977792,1885,0.178489,0.810407,0.810407,AMOCLINGO-L,0.681543,1.5629329330651185,1539.0,5640.0,0.27287234042553193,3840.0,0.6808510638297872,0.40078125
GraphColouring,0077-wgc-n60-d50-p31.asp,11245,2364,4.756768,22.626844,107.63065,0.210227,0.044195,0.009291,0.01076,0.811027,0.0,0.978479,1943,0.178124,0.811116,0.811116,AMOCLINGO-L,0.861137,3.1457305864223697,1217.0,5640.0,0.21578014184397162,3840.0,0.6808510638297872,0.31692708333333336
GraphColouring,0077-wgc-n60-d50-p39.asp,11245,2364,4.756768,22.626844,107.63065,0.210227,0.044195,0.009291,0.01076,0.811027,0.0,0.978479,1943,0.178124,0.811116,0.811116,AMOCLINGO-L,0.702069,1.4780014499999288,1530.0,5640.0,0.2712765957446808,3840.0,0.6808510638297872,0.3984375
GraphColouring,0078-wgc-n60-d50-p29.asp,11485,2404,4.777454,22.824069,109.040945,0.209316,0.043813,0.009171,0.010535,0.811493,0.0,0.978929,1983,0.177884,0.81158,0.81158,AMOCLINGO-L,4.877280000000001,2.8514069317324404,1116.0,5640.0,0.19787234042553192,3840.0,0.6808510638297872,0.290625
GraphColouring,0079-wgc-n60-d50-p30.asp,11509,2408,4.779485,22.843477,109.180058,0.209228,0.043776,0.009159,0.010514,0.811539,0.0,0.978973,1987,0.177861,0.811626,0.811626,AMOCLINGO-L,1.214385,15.583985309436462,1159.0,5640.0,0.20549645390070923,3840.0,0.6808510638297872,0.30182291666666666
GraphColouring,0079-wgc-n60-d50-p39.asp,11509,2408,4.779485,22.843477,109.180058,0.209228,0.043776,0.009159,0.010514,0.811539,0.0,0.978973,1987,0.177861,0.811626,0.811626,AMOCLINGO-L,0.751904,2.058831978550453,1516.0,5640.0,0.26879432624113475,3840.0,0.6808510638297872,0.39479166666666665
GraphColouring,0080-wgc-n60-d50-p30.asp,10897,2306,4.725499,22.330338,105.521983,0.211618,0.044782,0.009477,0.011104,0.810315,0.0,0.977792,1885,0.178489,0.810407,0.810407,AMOCLINGO-L,4.205276,2.093840689647957,1162.0,5640.0,0.20602836879432623,3840.0,0.6808510638297872,0.3026041666666667
GraphColouring,0080-wgc-n60-d50-p38.asp,10897,2306,4.725499,22.330338,105.521983,0.211618,0.044782,0.009477,0.011104,0.810315,0.0,0.977792,1885,0.178489,0.810407,0.810407,AMOCLINGO-L,0.688298,2.177267695097182,1477.0,5640.0,0.26187943262411345,3840.0,0.6808510638297872,0.3846354166666667
GraphColouring,0081-wgc-n60-d70-p20.asp,14929,2978,5.013096,25.131132,125.984778,0.199478,0.039791,0.007937,0.008105,0.816532,0.0,0.98379,2557,0.175296,0.816599,0.816599,AMOCLINGO-L,112.697822,4.10878561610534,775.0,5640.0,0.1374113475177305,3840.0,0.6808510638297872,0.20182291666666666
GraphColouring,0081-wgc-n60-d70-p31.asp,14929,2978,5.013096,25.131132,125.984778,0.199478,0.039791,0.007937,0.008105,0.816532,0.0,0.98379,2557,0.175296,0.816599,0.816599,AMOCLINGO-L,0.761691,1.4789041750526133,1228.0,5640.0,0.21773049645390072,3840.0,0.6808510638297872,0.31979166666666664
GraphColouring,0082-wgc-n60-d70-p30.asp,15421,3060,5.039542,25.396988,127.989202,0.198431,0.039375,0.007813,0.007846,0.817068,0.0,0.984307,2639,0.175021,0.817132,0.817132,AMOCLINGO-L,0.771762,1.56048237669126,1169.0,5640.0,0.2072695035460993,3840.0,0.6808510638297872,0.30442708333333335
GraphColouring,0083-wgc-n60-d70-p31.asp,15025,2994,5.01837,25.184038,126.382824,0.199268,0.039708,0.007912,0.008053,0.816639,0.0,0.983894,2573,0.175241,0.816705,0.816705,AMOCLINGO-L,0.752914,2.013953784894424,1191.0,5640.0,0.21117021276595746,3840.0,0.6808510638297872,0.31015625
GraphColouring,0083-wgc-n60-d70-p38.asp,15025,2994,5.01837,25.184038,126.382824,0.199268,0.039708,0.007912,0.008053,0.816639,0.0,0.983894,2573,0.175241,0.816705,0.816705,AMOCLINGO-L,0.758769,1.2866155575675864,1462.0,5640.0,0.2592198581560284,3840.0,0.6808510638297872,0.3807291666666667
GraphColouring,0084-wgc-n60-d70-p19.asp,15337,3046,5.035128,25.352514,127.653156,0.198605,0.039444,0.007834,0.007889,0.816979,0.0,0.984221,2625,0.175067,0.817044,0.817044,AMOCLINGO-L,125.821425,2.2082699270017008,738.0,5640.0,0.13085106382978723,3840.0,0.6808510638297872,0.1921875
GraphColouring,0084-wgc-n60-d70-p31.asp,15337,3046,5.035128,25.352514,127.653156,0.198605,0.039444,0.007834,0.007889,0.816979,0.0,0.984221,2625,0.175067,0.817044,0.817044,AMOCLINGO-L,0.760764,1.4553199152430976,1221.0,5640.0,0.21648936170212765,3840.0,0.6808510638297872,0.31796875
GraphColouring,0085-wgc-n60-d70-p11.asp,15409,3058,5.038914,25.390658,127.941348,0.198455,0.039385,0.007816,0.007853,0.817055,0.0,0.984295,2637,0.175028,0.81712,0.81712,AMOCLINGO-INF-MR,25.995797,21.22186044151676,454.0,5640.0,0.08049645390070923,3840.0,0.6808510638297872,0.11822916666666666
GraphColouring,0085-wgc-n60-d70-p19.asp,15409,3058,5.038914,25.390658,127.941348,0.198455,0.039385,0.007816,0.007853,0.817055,0.0,0.984295,2637,0.175028,0.81712,0.81712,AMOCLINGO-L,266.876973,2.6060968100084074,733.0,5640.0,0.1299645390070922,3840.0,0.6808510638297872,0.19088541666666667
GraphColouring,0085-wgc-n60-d70-p31.asp,15409,3058,5.038914,25.390658,127.941348,0.198455,0.039385,0.007816,0.007853,0.817055,0.0,0.984295,2637,0.175028,0.81712,0.81712,AMOCLINGO-L,0.7553310000000001,1.4028988615587072,1221.0,5640.0,0.21648936170212765,3840.0,0.6808510638297872,0.31796875
GraphColouring,0086-wgc-n60-d70-p19.asp,15157,3016,5.025531,25.255957,126.924582,0.198984,0.039595,0.007879,0.007983,0.816784,0.0,0.984034,2595,0.175167,0.81685,0.81685,AMOCLINGO-L,114.710117,2.010401802658784,767.0,5640.0,0.13599290780141843,3840.0,0.6808510638297872,0.19973958333333333
GraphColouring,0086-wgc-n60-d70-p31.asp,15157,3016,5.025531,25.255957,126.924582,0.198984,0.039595,0.007879,0.007983,0.816784,0.0,0.984034,2595,0.175167,0.81685,0.81685,AMOCLINGO-L,0.747842,1.8571663533206213,1191.0,5640.0,0.21117021276595746,3840.0,0.6808510638297872,0.31015625
GraphColouring,0087-wgc-n60-d70-p18.asp,14989,2988,5.016399,25.164258,126.233958,0.199346,0.039739,0.007922,0.008073,0.816599,0.0,0.983855,2567,0.175262,0.816666,0.816666,AMOCLINGO-L,1091.853035,1.1035531920282655,694.0,5640.0,0.12304964539007092,3840.0,0.6808510638297872,0.18072916666666666
GraphColouring,0087-wgc-n60-d70-p29.asp,14989,2988,5.016399,25.164258,126.233958,0.199346,0.039739,0.007922,0.008073,0.816599,0.0,0.983855,2567,0.175262,0.816666,0.816666,AMOCLINGO-L,0.801018,3.113543016511489,1134.0,5640.0,0.20106382978723406,3840.0,0.6808510638297872,0.2953125
GraphColouring,0087-wgc-n60-d70-p59.asp,14989,2988,5.016399,25.164258,126.233958,0.199346,0.039739,0.007922,0.008073,0.816599,0.0,0.983855,2567,0.175262,0.816666,0.816666,CLINGO-AMO,0.5845779999999999,1.2420652162756725,2267.0,5640.0,0.40195035460992906,3840.0,0.6808510638297872,0.5903645833333333
GraphColouring,0088-wgc-n60-d70-p21.asp,15253,3032,5.030673,25.307669,127.314603,0.198781,0.039514,0.007855,0.007933,0.816888,0.0,0.984134,2611,0.175113,0.816954,0.816954,AMOCLINGO-L,5.306402,5.27965540492409,813.0,5640.0,0.14414893617021277,3840.0,0.6808510638297872,0.21171875
GraphColouring,0088-wgc-n60-d70-p31.asp,15253,3032,5.030673,25.307669,127.314603,0.198781,0.039514,0.007855,0.007933,0.816888,0.0,0.984134,2611,0.175113,0.816954,0.816954,AMOCLINGO-L,0.7483839999999999,1.462881355026297,1203.0,5640.0,0.21329787234042552,3840.0,0.6808510638297872,0.31328125
GraphColouring,0088-wgc-n60-d70-p38.asp,15253,3032,5.030673,25.307669,127.314603,0.198781,0.039514,0.007855,0.007933,0.816888,0.0,0.984134,2611,0.175113,0.816954,0.816954,AMOCLINGO-L,0.760191,1.2775920788328197,1486.0,5640.0,0.26347517730496456,3840.0,0.6808510638297872,0.38697916666666665
GraphColouring,0089-wgc-n60-d70-p11.asp,15589,3088,5.048251,25.484841,128.653882,0.198088,0.039239,0.007773,0.007762,0.817243,0.0,0.984476,2667,0.174931,0.817307,0.817307,AMOCLINGO-L,2.552724,39.29113449005847,445.0,5640.0,0.07890070921985816,3840.0,0.6808510638297872,0.11588541666666667
GraphColouring,0089-wgc-n60-d70-p21.asp,15589,3088,5.048251,25.484841,128.653882,0.198088,0.039239,0.007773,0.007762,0.817243,0.0,0.984476,2667,0.174931,0.817307,0.817307,AMOCLINGO-L,2.338936,11.302212630016385,839.0,5640.0,0.14875886524822696,3840.0,0.6808510638297872,0.21848958333333332
GraphColouring,0089-wgc-n60-d70-p28.asp,15589,3088,5.048251,25.484841,128.653882,0.198088,0.039239,0.007773,0.007762,0.817243,0.0,0.984476,2667,0.174931,0.817307,0.817307,AMOCLINGO-L,0.851998,2.211393688717579,1098.0,5640.0,0.1946808510638298,3840.0,0.6808510638297872,0.2859375
GraphColouring,0089-wgc-n60-d70-p40.asp,15589,3088,5.048251,25.484841,128.653882,0.198088,0.039239,0.007773,0.007762,0.817243,0.0,0.984476,2667,0.174931,0.817307,0.817307,AMOCLINGO-L,0.7447119999999999,1.2921948350503285,1565.0,5640.0,0.2774822695035461,3840.0,0.6808510638297872,0.4075520833333333
